year,state,district,inside_descrip,inside_code,description,cook_code,mean_rating
2012,CA,16,Currently Safe Democrat,4,Solid D,4,4
2012,CA,17,Currently Safe Democrat,4,Solid D,4,4
2012,CA,18,Currently Safe Democrat,4,Solid D,4,4
2012,CA,19,Currently Safe Democrat,4,Solid D,4,4
2012,CA,20,Currently Safe Democrat,4,Solid D,4,4
2012,CA,21,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,CA,22,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,23,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,24,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2012,CA,25,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,26,Pure Toss-up,0,Tossup R,-1,-0.5
2012,CA,27,Currently Safe Democrat,4,Solid D,4,4
2012,CA,28,Currently Safe Democrat,4,Solid D,4,4
2012,CA,29,Currently Safe Democrat,4,Solid D,4,4
2012,CA,30,Currently Safe Democrat,4,Solid D,4,4
2012,CA,31,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,32,Currently Safe Democrat,4,Solid D,4,4
2012,CA,33,Currently Safe Democrat,4,Solid D,4,4
2012,CA,34,Currently Safe Democrat,4,Solid D,4,4
2012,CA,35,Currently Safe Democrat,4,Solid D,4,4
2012,CA,36,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2012,CA,37,Currently Safe Democrat,4,Solid D,4,4
2012,CA,38,Currently Safe Democrat,4,Solid D,4,4
2012,CA,39,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,40,Currently Safe Democrat,4,Solid D,4,4
2012,CA,41,Lean Democrat,2,Lean D,2,2
2012,CA,42,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,43,Currently Safe Democrat,4,Solid D,4,4
2012,CA,44,Currently Safe Democrat,4,Solid D,4,4
2012,CA,45,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,46,Currently Safe Democrat,4,Solid D,4,4
2012,CA,47,Democrat Favored,3,Likely D,3,3
2012,CA,48,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,49,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,50,Currently Safe Republican,-4,Solid R,-4,-4
2012,CA,51,Currently Safe Democrat,4,Solid D,4,4
2012,CA,52,Pure Toss-up,0,Tossup R,-1,-0.5
2012,CA,53,Currently Safe Democrat,4,Solid D,4,4
2012,CO,1,Currently Safe Democrat,4,Solid D,4,4
2012,CO,2,Currently Safe Democrat,4,Solid D,4,4
2012,CO,3,Republican Favored,-3,Lean R,-2,-2.5
2012,CO,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,CO,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,CO,6,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2012,CO,7,Lean Democrat,2,Lean D,2,2
2012,CT,1,Currently Safe Democrat,4,Solid D,4,4
2012,CT,2,Currently Safe Democrat,4,Solid D,4,4
2012,CT,3,Currently Safe Democrat,4,Solid D,4,4
2012,CT,4,Currently Safe Democrat,4,Solid D,4,4
2012,CT,5,Pure Toss-up,0,Tossup D,1,0.5
2012,DE,0,Currently Safe Democrat,4,Solid D,4,4
2012,FL,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,2,Republican Favored,-3,Lean R,-2,-2.5
2012,FL,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,5,Currently Safe Democrat,4,Solid D,4,4
2012,FL,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,9,Currently Safe Democrat,4,Likely D,3,3.5
2012,FL,10,Lean Republican,-2,Lean R,-2,-2
2012,FL,11,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,12,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,13,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,14,Currently Safe Democrat,4,Solid D,4,4
2012,FL,15,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,16,Republican Favored,-3,Likely R,-3,-3
2012,FL,17,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,18,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2012,FL,19,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,20,Currently Safe Democrat,4,Solid D,4,4
2012,FL,21,Currently Safe Democrat,4,Solid D,4,4
2012,FL,22,Democrat Favored,3,Likely D,3,3
2012,FL,23,Currently Safe Democrat,4,Solid D,4,4
2012,FL,24,Currently Safe Democrat,4,Solid D,4,4
2012,FL,25,Currently Safe Republican,-4,Solid R,-4,-4
2012,FL,26,Lean Democrat,2,Lean D,2,2
2012,FL,27,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,2,Currently Safe Democrat,4,Solid D,4,4
2012,GA,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,4,Currently Safe Democrat,4,Solid D,4,4
2012,GA,5,Currently Safe Democrat,4,Solid D,4,4
2012,GA,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,9,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,10,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,11,Currently Safe Republican,-4,Solid R,-4,-4
2012,GA,12,Toss-up/Tilt Democrat,1,Tossup D,1,1
2012,GA,13,Currently Safe Democrat,4,Solid D,4,4
2012,GA,14,Currently Safe Republican,-4,Solid R,-4,-4
2012,HI,1,Currently Safe Democrat,4,Solid D,4,4
2012,HI,2,Currently Safe Democrat,4,Solid D,4,4
2012,ID,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,ID,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,IL,1,Currently Safe Democrat,4,Solid D,4,4
2012,IL,2,Currently Safe Democrat,4,Solid D,4,4
2012,IL,3,Currently Safe Democrat,4,Solid D,4,4
2012,IL,4,Currently Safe Democrat,4,Solid D,4,4
2012,IL,5,Currently Safe Democrat,4,Solid D,4,4
2012,IL,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,IL,7,Currently Safe Democrat,4,Solid D,4,4
2012,IL,8,Democrat Favored,3,Likely D,3,3
2012,IL,9,Currently Safe Democrat,4,Solid D,4,4
2012,IL,10,Pure Toss-up,0,Tossup R,-1,-0.5
2012,IL,11,Pure Toss-up,0,Tossup R,-1,-0.5
2012,IL,12,Pure Toss-up,0,Tossup D,1,0.5
2012,IL,13,Pure Toss-up,0,Tossup R,-1,-0.5
2012,IL,14,Currently Safe Republican,-4,Solid R,-4,-4
2012,IL,15,Currently Safe Republican,-4,Solid R,-4,-4
2012,IL,16,Currently Safe Republican,-4,Solid R,-4,-4
2012,IL,17,Pure Toss-up,0,Tossup R,-1,-0.5
2012,IL,18,Currently Safe Republican,-4,Solid R,-4,-4
2012,IN,1,Currently Safe Democrat,4,Solid D,4,4
2012,IN,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,IN,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,IN,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,IN,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,IN,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,IN,7,Currently Safe Democrat,4,Solid D,4,4
2012,IN,8,Republican Favored,-3,Lean R,-2,-2.5
2012,IN,9,Currently Safe Republican,-4,Solid R,-4,-4
2012,IA,1,Currently Safe Democrat,4,Likely D,3,3.5
2012,IA,2,Democrat Favored,3,Likely D,3,3
2012,IA,3,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2012,IA,4,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2012,KS,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,KS,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,KS,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,KS,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,KY,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,KY,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,KY,3,Currently Safe Democrat,4,Solid D,4,4
2012,KY,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,KY,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,KY,6,Pure Toss-up,0,Tossup D,1,0.5
2012,LA,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,LA,2,Currently Safe Democrat,4,Solid D,4,4
2012,LA,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,LA,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,LA,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,LA,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,ME,1,Currently Safe Democrat,4,Solid D,4,4
2012,ME,2,Currently Safe Democrat,4,Solid D,4,4
2012,MD,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,MD,2,Currently Safe Democrat,4,Solid D,4,4
2012,MD,3,Currently Safe Democrat,4,Solid D,4,4
2012,MD,4,Currently Safe Democrat,4,Solid D,4,4
2012,MD,5,Currently Safe Democrat,4,Solid D,4,4
2012,MD,6,Democrat Favored,3,Likely D,3,3
2012,MD,7,Currently Safe Democrat,4,Solid D,4,4
2012,MD,8,Currently Safe Democrat,4,Solid D,4,4
2012,MA,1,Currently Safe Democrat,4,Solid D,4,4
2012,MA,2,Currently Safe Democrat,4,Solid D,4,4
2012,MA,3,Currently Safe Democrat,4,Solid D,4,4
2012,MA,4,Currently Safe Democrat,4,Solid D,4,4
2012,MA,5,Currently Safe Democrat,4,Solid D,4,4
2012,MA,6,Lean Republican,-2,Lean R,-2,-2
2012,MA,7,Currently Safe Democrat,4,Solid D,4,4
2012,MA,8,Currently Safe Democrat,4,Solid D,4,4
2012,MA,9,Currently Safe Democrat,4,Solid D,4,4
2012,MI,1,Pure Toss-up,0,Tossup R,-1,-0.5
2012,MI,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,MI,3,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,MI,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,MI,5,Currently Safe Democrat,4,Solid D,4,4
2012,MI,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,MI,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,MI,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,MI,9,Currently Safe Democrat,4,Solid D,4,4
2012,MI,10,Currently Safe Republican,-4,Solid R,-4,-4
2012,MI,11,Lean Republican,-2,Lean R,-2,-2
2012,MI,12,Currently Safe Democrat,4,Solid D,4,4
2012,MI,13,Currently Safe Democrat,4,Solid D,4,4
2012,MI,14,Currently Safe Democrat,4,Solid D,4,4
2012,MN,1,Currently Safe Democrat,4,Solid D,4,4
2012,MN,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,MN,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,MN,4,Currently Safe Democrat,4,NA,NA,4
2012,MN,5,Currently Safe Democrat,4,NA,NA,4
2012,MN,6,Lean Republican,-2,NA,NA,-2
2012,MN,7,Currently Safe Democrat,4,NA,NA,4
2012,MN,8,Pure Toss-up,0,NA,NA,0
2012,MS,1,Currently Safe Republican,-4,NA,NA,-4
2012,MS,2,Currently Safe Democrat,4,NA,NA,4
2012,MS,3,Currently Safe Republican,-4,NA,NA,-4
2012,MS,4,Currently Safe Republican,-4,NA,NA,-4
2012,MO,1,Currently Safe Democrat,4,NA,NA,4
2012,MO,2,Currently Safe Republican,-4,NA,NA,-4
2012,MO,3,Currently Safe Republican,-4,NA,NA,-4
2012,MO,4,Currently Safe Republican,-4,NA,NA,-4
2012,MO,5,Currently Safe Democrat,4,NA,NA,4
2012,MO,6,Currently Safe Republican,-4,NA,NA,-4
2012,MO,7,Currently Safe Republican,-4,NA,NA,-4
2012,MO,8,Currently Safe Republican,-4,NA,NA,-4
2012,MT,0,Currently Safe Republican,-4,NA,NA,-4
2012,NE,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,NE,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,NE,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,NV,1,Currently Safe Democrat,4,Solid D,4,4
2012,NV,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,NV,3,Lean Republican,-2,Lean R,-2,-2
2012,NV,4,Pure Toss-up,0,Tossup D,1,0.5
2012,NH,1,Pure Toss-up,0,Tossup R,-1,-0.5
2012,NH,2,Pure Toss-up,0,Lean D,2,1
2012,NJ,1,Currently Safe Democrat,4,Solid D,4,4
2012,NJ,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,NJ,3,Republican Favored,-3,Lean R,-2,-2.5
2012,NJ,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,NJ,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,NJ,6,Currently Safe Democrat,4,Solid D,4,4
2012,NJ,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,NJ,8,Currently Safe Democrat,4,Solid D,4,4
2012,NJ,9,Currently Safe Democrat,4,Solid D,4,4
2012,NJ,10,Currently Safe Democrat,4,Solid D,4,4
2012,NJ,11,Currently Safe Republican,-4,Solid R,-4,-4
2012,NJ,12,Currently Safe Democrat,4,Solid D,4,4
2012,NM,1,Currently Safe Democrat,4,Solid D,4,4
2012,NM,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,NM,3,Currently Safe Democrat,4,Solid D,4,4
2012,NY,1,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2012,NY,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,NY,3,Currently Safe Democrat,4,Solid D,4,4
2012,NY,4,Currently Safe Democrat,4,Solid D,4,4
2012,NY,5,Currently Safe Democrat,4,Solid D,4,4
2012,NY,6,Currently Safe Democrat,4,Solid D,4,4
2012,NY,7,Currently Safe Democrat,4,Solid D,4,4
2012,NY,8,Currently Safe Democrat,4,Solid D,4,4
2012,NY,9,Currently Safe Democrat,4,Solid D,4,4
2012,NY,10,Currently Safe Democrat,4,Solid D,4,4
2012,NY,11,Lean Republican,-2,Likely R,-3,-2.5
2012,NY,12,Currently Safe Democrat,4,Solid D,4,4
2012,NY,13,Currently Safe Democrat,4,Solid D,4,4
2012,NY,14,Currently Safe Democrat,4,Solid D,4,4
2012,NY,15,Currently Safe Democrat,4,Solid D,4,4
2012,NY,16,Currently Safe Democrat,4,Solid D,4,4
2012,NY,17,Currently Safe Democrat,4,Solid D,4,4
2012,NY,18,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2012,NY,19,Toss-up/Tilt Republican,-1,NA,NA,-1
2012,NY,20,Currently Safe Democrat,4,Solid D,4,4
2012,NY,21,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2012,NY,22,Currently Safe Republican,-4,Solid R,-4,-4
2012,NY,23,Currently Safe Republican,-4,Solid R,-4,-4
2012,NY,24,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2012,NY,25,Democrat Favored,3,Likely D,3,3
2012,NY,26,Currently Safe Democrat,4,Solid D,4,4
2012,NY,27,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2012,NC,1,Currently Safe Democrat,4,NA,NA,4
2012,NC,2,Currently Safe Republican,-4,NA,NA,-4
2012,NC,3,Currently Safe Republican,-4,NA,NA,-4
2012,NC,4,Currently Safe Democrat,4,NA,NA,4
2012,NC,5,Currently Safe Republican,-4,NA,NA,-4
2012,NC,6,Currently Safe Republican,-4,NA,NA,-4
2012,NC,7,Pure Toss-up,0,NA,NA,0
2012,NC,8,Republican Favored,-3,NA,NA,-3
2012,NC,9,Currently Safe Republican,-4,NA,NA,-4
2012,NC,10,Currently Safe Republican,-4,NA,NA,-4
2012,NC,11,Republican Favored,-3,NA,NA,-3
2012,NC,12,Currently Safe Democrat,4,NA,NA,4
2012,NC,13,Currently Safe Republican,-4,NA,NA,-4
2012,ND,0,Currently Safe Republican,-4,NA,NA,-4
2012,OH,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,3,Currently Safe Democrat,4,Solid D,4,4
2012,OH,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,6,Lean Republican,-2,Tossup R,-1,-1.5
2012,OH,7,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,OH,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,9,Currently Safe Democrat,4,Solid D,4,4
2012,OH,10,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,11,Currently Safe Democrat,4,Solid D,4,4
2012,OH,12,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,13,Currently Safe Democrat,4,Solid D,4,4
2012,OH,14,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,15,Currently Safe Republican,-4,Solid R,-4,-4
2012,OH,16,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2012,OK,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,OK,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,OK,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,OK,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,OK,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,OR,1,Currently Safe Democrat,4,Solid D,4,4
2012,OR,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,OR,3,Currently Safe Democrat,4,Solid D,4,4
2012,OR,4,Currently Safe Democrat,4,Solid D,4,4
2012,OR,5,Currently Safe Democrat,4,Solid D,4,4
2012,PA,1,Currently Safe Democrat,4,Solid D,4,4
2012,PA,2,Currently Safe Democrat,4,Solid D,4,4
2012,PA,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,6,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,PA,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,8,Republican Favored,-3,Lean R,-2,-2.5
2012,PA,9,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,10,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,11,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,12,Pure Toss-up,0,Tossup D,1,0.5
2012,PA,13,Currently Safe Democrat,4,Solid D,4,4
2012,PA,14,Currently Safe Democrat,4,Solid D,4,4
2012,PA,15,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,16,Currently Safe Republican,-4,Solid R,-4,-4
2012,PA,17,Currently Safe Democrat,4,Solid D,4,4
2012,PA,18,Currently Safe Republican,-4,Solid R,-4,-4
2012,RI,1,Toss-up/Tilt Democrat,1,Tossup D,1,1
2012,RI,2,Currently Safe Democrat,4,Solid D,4,4
2012,SC,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,SC,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,SC,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,SC,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,SC,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,SC,6,Currently Safe Democrat,4,Solid D,4,4
2012,SC,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,SD,0,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,TN,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,TN,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,TN,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,TN,4,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2012,TN,5,Currently Safe Democrat,4,Solid D,4,4
2012,TN,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,TN,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,TN,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,TN,9,Currently Safe Democrat,4,Solid D,4,4
2012,TX,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,9,Currently Safe Democrat,4,Solid D,4,4
2012,TX,10,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,11,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,12,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,13,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,14,Lean Republican,-2,Lean R,-2,-2
2012,TX,15,Currently Safe Democrat,4,Solid D,4,4
2012,TX,16,Currently Safe Democrat,4,Solid D,4,4
2012,TX,17,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,18,Currently Safe Democrat,4,Solid D,4,4
2012,TX,19,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,20,Currently Safe Democrat,4,Solid D,4,4
2012,TX,21,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,22,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,23,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2012,TX,24,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,25,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,26,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,27,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,28,Currently Safe Democrat,4,Solid D,4,4
2012,TX,29,Currently Safe Democrat,4,Solid D,4,4
2012,TX,30,Currently Safe Democrat,4,Solid D,4,4
2012,TX,31,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,32,Currently Safe Republican,-4,Solid R,-4,-4
2012,TX,33,Currently Safe Democrat,4,Solid D,4,4
2012,TX,34,Currently Safe Democrat,4,Solid D,4,4
2012,TX,35,Currently Safe Democrat,4,Solid D,4,4
2012,TX,36,Currently Safe Republican,-4,Solid R,-4,-4
2012,UT,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,UT,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,UT,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,UT,4,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2012,VT,0,Currently Safe Democrat,4,Solid D,4,4
2012,VA,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,2,Republican Favored,-3,Likely R,-3,-3
2012,VA,3,Currently Safe Democrat,4,Solid D,4,4
2012,VA,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,7,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,8,Currently Safe Democrat,4,Solid D,4,4
2012,VA,9,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,10,Currently Safe Republican,-4,Solid R,-4,-4
2012,VA,11,Currently Safe Democrat,4,Solid D,4,4
2012,WA,1,Lean Democrat,2,Lean D,2,2
2012,WA,2,Currently Safe Democrat,4,Solid D,4,4
2012,WA,3,Currently Safe Republican,-4,Solid R,-4,-4
2012,WA,4,Currently Safe Republican,-4,Solid R,-4,-4
2012,WA,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,WA,6,Currently Safe Democrat,4,Solid D,4,4
2012,WA,7,Currently Safe Democrat,4,Solid D,4,4
2012,WA,8,Currently Safe Republican,-4,Solid R,-4,-4
2012,WA,9,Currently Safe Democrat,4,Solid D,4,4
2012,WA,10,Currently Safe Democrat,4,Solid D,4,4
2012,WV,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,WV,2,Currently Safe Republican,-4,Solid R,-4,-4
2012,WV,3,Currently Safe Democrat,4,Likely D,3,3.5
2012,WI,1,Currently Safe Republican,-4,Solid R,-4,-4
2012,WI,2,Currently Safe Democrat,4,Solid D,4,4
2012,WI,3,Currently Safe Democrat,4,Solid D,4,4
2012,WI,4,Currently Safe Democrat,4,Solid D,4,4
2012,WI,5,Currently Safe Republican,-4,Solid R,-4,-4
2012,WI,6,Currently Safe Republican,-4,Solid R,-4,-4
2012,WI,7,Lean Republican,-2,Lean R,-2,-2
2012,WI,8,Currently Safe Republican,-4,Likely R,-3,-3.5
2012,WY,0,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,2,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,AL,7,Currently Safe Democrat,4,Solid D,4,4
2014,AK,0,Currently Safe Republican,-4,Solid R,-4,-4
2014,AZ,1,Pure Toss-up,0,Tossup D,1,0.5
2014,AZ,2,Pure Toss-up,0,Tossup D,1,0.5
2014,AZ,3,Currently Safe Democrat,4,Solid D,4,4
2014,AZ,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,AZ,5,Currently Safe Republican,-4,Solid R,-4,-4
2014,AZ,6,Currently Safe Republican,-4,Solid R,-4,-4
2014,AZ,7,Currently Safe Democrat,4,Solid D,4,4
2014,AZ,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,AZ,9,Democrat Favored,3,Lean D,2,2.5
2014,AR,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,AR,2,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2014,AR,3,Currently Safe Republican,-4,Solid R,-4,-4
2014,AR,4,Republican Favored,-3,Lean R,-2,-2.5
2014,CA,1,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,2,Currently Safe Democrat,4,Solid D,4,4
2014,CA,3,Currently Safe Democrat,4,Likely D,3,3.5
2014,CA,4,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,5,Currently Safe Democrat,4,Solid D,4,4
2014,CA,6,Currently Safe Democrat,4,Solid D,4,4
2014,CA,7,Pure Toss-up,0,Tossup D,1,0.5
2014,CA,8,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,9,Currently Safe Democrat,4,Solid D,4,4
2014,CA,10,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,11,Currently Safe Democrat,4,Solid D,4,4
2014,CA,12,Currently Safe Democrat,4,Solid D,4,4
2014,CA,13,Currently Safe Democrat,4,Solid D,4,4
2014,CA,14,Currently Safe Democrat,4,Solid D,4,4
2014,CA,15,Currently Safe Democrat,4,Solid D,4,4
2014,CA,16,Currently Safe Democrat,4,Solid D,4,4
2014,CA,17,Currently Safe Democrat,4,Solid D,4,4
2014,CA,18,Currently Safe Democrat,4,Solid D,4,4
2014,CA,19,Currently Safe Democrat,4,Solid D,4,4
2014,CA,20,Currently Safe Democrat,4,Solid D,4,4
2014,CA,21,Republican Favored,-3,Lean R,-2,-2.5
2014,CA,22,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,23,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,24,Democrat Favored,3,Likely D,3,3
2014,CA,25,Currently Safe Republican,-4,Solid R,-4,-4
2014,CA,26,Lean Democrat,2,Tossup D,1,1.5
2014,CA,27,Currently Safe Democrat,4,Solid D,4,4
2014,CA,28,Currently Safe Democrat,4,Solid D,4,4
